state,city,total_orders,total_customers,total_order_items,total_revenue,total_freight,average_order_value,average_freight_per_order,average_delivery_days,late_orders,late_delivery_rate_percent
RS,sapucaia do sul,39,39,47,5397.84,994.86,138.41,25.51,16.1,5,12.82
SP,adamantina,35,34,37,5393.07,715.43,154.09,20.44,11.7,0,0.0
MG,arcos,25,24,28,5391.73,597.63,215.67,23.91,14.13,1,4.0
GO,catalao,33,30,41,5354.04,963.59,162.24,29.2,17.57,3,9.09
MG,alfenas,43,42,53,5350.32,1189.13,124.43,27.65,11.89,3,6.98
RS,santo angelo,45,42,54,5333.46,1115.17,118.52,24.78,13.55,0,0.0
GO,caldas novas,36,36,42,5301.63,902.94,147.27,25.08,17.04,4,11.11
PA,santarem,43,42,46,5287.67,1837.84,122.97,42.74,33.02,13,30.23
GO,formosa,34,34,39,5282.15,841.97,155.36,24.76,17.89,1,2.94
MA,balsas,17,16,20,5274.43,1333.31,310.26,78.43,26.52,4,23.53
MG,curvelo,42,40,49,5248.01,1158.87,124.95,27.59,13.72,3,7.14
TO,gurupi,24,23,27,5229.29,962.89,217.89,40.12,14.31,0,0.0
SP,mongagua,41,40,45,5212.53,815.02,127.13,19.88,11.11,2,4.88
RJ,arraial do cabo,28,24,38,5176.55,1153.11,184.88,41.18,20.82,4,14.29
PA,altamira,25,25,27,5168.15,1231.69,206.73,49.27,27.99,3,12.0
PR,rolandia,24,24,29,5133.94,567.39,213.91,23.64,11.59,0,0.0
SP,sao jose do rio pardo,44,42,51,5106.24,864.81,116.05,19.65,12.14,4,9.09
SP,itupeva,42,42,59,5101.71,937.95,121.47,22.33,11.5,3,7.14
RS,santo antonio da patrulha,17,17,18,5100.08,503.04,300.0,29.59,15.12,0,0.0
GO,itumbiara,35,35,45,5092.22,1396.87,145.49,39.91,12.47,0,0.0
RJ,santo antonio de padua,30,29,35,5090.91,674.69,169.7,22.49,15.95,4,13.33
PR,araucaria,54,52,65,5086.1,1169.77,94.19,21.66,11.63,4,7.41
PR,uniao da vitoria,29,27,47,5081.93,955.82,175.24,32.96,13.01,2,6.9
RJ,barra do pirai,49,46,50,5059.2,956.79,103.25,19.53,15.28,4,8.16
MG,pedro leopoldo,40,40,50,5057.01,818.04,126.43,20.45,9.81,1,2.5
PR,mandaguari,18,17,24,5039.15,789.91,279.95,43.88,14.13,2,11.11
SP,santo antonio de posse,20,19,20,5027.89,365.33,251.39,18.27,8.72,0,0.0
MG,itabirito,28,28,32,5012.23,785.83,179.01,28.07,11.56,1,3.57
SP,bebedouro,51,50,60,4992.89,1147.62,97.9,22.5,10.86,2,3.92
MG,salinas,22,22,28,4986.77,704.39,226.67,32.02,13.02,0,0.0
PA,tucurui,16,16,19,4976.7,779.95,311.04,48.75,18.45,0,0.0
MT,campo novo do parecis,15,15,23,4915.79,922.89,327.72,61.53,16.26,0,0.0
RS,montenegro,32,31,34,4910.6,721.91,153.46,22.56,12.82,1,3.13
SP,tremembe,38,36,40,4876.03,586.67,128.32,15.44,11.06,3,7.89
SC,sao bento do sul,44,43,47,4869.9,1235.55,110.68,28.08,13.66,2,4.55
PR,cianorte,39,37,44,4863.67,827.88,124.71,21.23,11.92,1,2.56
RJ,armacao dos buzios,28,26,29,4817.41,761.95,172.05,27.21,24.54,12,42.86
CE,maracanau,31,29,38,4813.33,1101.9,155.27,35.55,20.77,8,25.81
MG,sao sebastiao do paraiso,35,34,37,4800.05,709.66,137.14,20.28,12.34,2,5.71
MG,bom jesus do galho,4,4,4,4795.29,128.52,1198.82,32.13,10.01,0,0.0
SC,rio do sul,35,33,43,4777.85,917.28,136.51,26.21,14.83,5,14.29
SP,louveira,44,42,46,4777.82,818.74,108.59,18.61,11.83,3,6.82
SP,penapolis,37,36,48,4776.58,772.68,129.1,20.88,8.32,0,0.0
SP,campo limpo paulista,47,46,50,4773.44,808.33,101.56,17.2,11.51,5,10.64
GO,luziania,33,30,36,4761.46,847.05,144.29,25.67,13.29,0,0.0
MT,caceres,25,25,31,4750.19,918.37,190.01,36.73,17.25,3,12.0
SC,joacaba,26,26,27,4721.0,512.09,181.58,19.7,18.46,2,7.69
MS,corumba,27,27,34,4700.17,926.91,174.08,34.33,17.93,4,14.81
MT,juina,17,17,18,4695.32,721.81,276.2,42.46,16.63,1,5.88
PR,telemaco borba,34,32,37,4693.49,764.72,138.04,22.49,11.17,0,0.0
RS,capao da canoa,38,38,45,4692.09,936.99,123.48,24.66,15.68,0,0.0
BA,jequie,34,34,36,4687.84,1079.03,137.88,31.74,20.45,4,11.76
MG,bom despacho,38,38,43,4680.53,874.07,123.17,23.0,12.03,0,0.0
RJ,sao pedro da aldeia,46,44,50,4672.43,1040.54,101.57,22.62,16.63,7,15.22
BA,simoes filho,21,21,25,4671.48,551.59,222.45,26.27,15.37,0,0.0
SP,capivari,32,32,33,4663.71,589.1,145.74,18.41,9.01,0,0.0
SP,piraju,17,16,24,4659.09,395.68,274.06,23.28,8.82,0,0.0
PR,fazenda rio grande,29,28,30,4655.49,549.47,160.53,18.95,12.36,0,0.0
RN,mossoro,35,34,38,4635.47,1608.54,132.44,45.96,20.01,3,8.57
SP,vargem grande paulista,43,42,48,4634.55,733.61,107.78,17.06,7.16,1,2.33
MG,santa barbara,25,22,30,4608.21,687.1,184.33,27.48,13.48,1,4.0
SP,taquaritinga,33,33,37,4604.03,633.04,139.52,19.18,10.79,1,3.03
SC,canoinhas,27,27,28,4583.01,708.01,169.74,26.22,12.5,1,3.7
SC,cacador,40,40,42,4569.38,900.24,114.23,22.51,13.39,1,2.5
SP,dracena,27,27,38,4538.05,648.34,168.08,24.01,11.1,3,11.11
RJ,saquarema,45,38,50,4534.05,1080.67,100.76,24.01,16.79,7,15.56
SP,monte mor,38,36,41,4517.2,521.8,118.87,13.73,11.3,4,10.53
MG,tres coracoes,41,40,52,4493.83,982.39,109.61,23.96,14.52,4,9.76
RS,alegrete,35,34,40,4483.77,812.47,128.11,23.21,13.55,0,0.0
RJ,vassouras,36,34,45,4481.9,827.97,124.5,23.0,12.93,4,11.11
MG,sabara,42,40,44,4481.78,852.58,106.71,20.3,9.63,1,2.38
RS,cachoeira do sul,30,30,33,4480.32,801.47,149.34,26.72,12.88,1,3.33
MG,cataguases,32,31,35,4474.87,665.09,139.84,20.78,11.71,0,0.0
MG,extrema,39,36,42,4473.03,751.85,114.69,19.28,11.14,1,2.56
RJ,japeri,34,34,45,4458.27,1224.55,131.13,36.02,15.71,3,8.82
RS,taquara,21,21,22,4427.54,527.37,210.84,25.11,12.93,0,0.0
MG,ouro branco,41,39,45,4419.23,864.56,107.79,21.09,13.35,3,7.32
MG,mariana,33,32,34,4416.58,796.37,133.84,24.13,12.11,2,6.06
RS,uruguaiana,47,47,54,4414.06,1046.35,93.92,22.26,12.13,0,0.0
MG,formiga,32,32,34,4407.94,625.4,137.75,19.54,10.24,1,3.13
RJ,seropedica,33,32,41,4391.15,865.2,133.07,26.22,12.64,2,6.06
SC,taio,14,13,17,4366.23,426.43,311.87,30.46,17.27,1,7.14
SP,nova odessa,37,37,44,4352.71,707.56,117.64,19.12,9.13,2,5.41
RJ,rio bonito,27,26,29,4352.11,594.18,161.19,22.01,14.54,2,7.41
CE,pacatuba,5,5,5,4317.98,151.88,863.6,30.38,16.25,0,0.0
SP,sao joaquim da barra,34,31,41,4302.49,649.55,126.54,19.1,14.13,3,8.82
BA,santo antonio de jesus,29,27,32,4296.86,763.29,148.17,26.32,15.91,0,0.0
MG,carangola,25,24,29,4281.27,562.1,171.25,22.48,11.3,1,4.0
RS,campo bom,35,35,41,4264.81,872.29,121.85,24.92,12.39,1,2.86
PR,almirante tamandare,35,34,38,4255.69,786.14,121.59,22.46,13.08,0,0.0
RS,santana do livramento,20,20,29,4248.23,663.07,212.41,33.15,13.12,0,0.0
MG,passos,43,43,46,4247.28,942.53,98.77,21.92,12.72,0,0.0
MG,sao lourenco,32,30,38,4207.99,750.97,131.5,23.47,12.01,2,6.25
SP,promissao,31,30,31,4189.85,538.22,135.16,17.36,10.28,2,6.45
BA,guanambi,36,36,39,4189.81,1177.66,116.38,32.71,20.55,7,19.44
SP,monte alegre do sul,6,6,7,4181.79,178.59,696.97,29.77,7.63,0,0.0
SC,xanxere,29,28,35,4175.87,730.62,144.0,25.19,14.58,0,0.0
MG,coronel fabriciano,40,40,42,4149.2,757.67,103.73,18.94,9.78,0,0.0
RO,ariquemes,13,12,21,4124.97,844.67,317.31,64.97,23.01,1,7.69
SP,tiete,35,35,42,4111.22,681.51,117.46,19.47,10.66,3,8.57
PA,parauapebas,27,24,34,4092.06,1542.09,151.56,57.11,24.12,3,11.11
PE,trindade,4,4,4,4084.8,321.4,1021.2,80.35,22.68,1,25.0
MG,santa vitoria,17,16,17,4083.77,462.41,240.22,27.2,11.79,1,5.88
MT,barra do garcas,25,24,35,4076.2,848.1,163.05,33.92,13.34,0,0.0
MG,andradas,12,11,14,4070.31,525.66,339.19,43.8,11.86,1,8.33
ES,aracruz,40,38,42,4064.07,1038.91,101.6,25.97,16.2,5,12.5
SP,pereira barreto,18,18,18,4044.82,415.27,224.71,23.07,12.45,0,0.0
MS,ponta pora,18,16,23,4038.51,613.65,224.36,34.09,15.34,2,11.11
PB,patos,16,16,17,4036.65,758.63,252.29,47.41,17.15,0,0.0
PA,abaetetuba,11,11,14,4028.57,643.7,366.23,58.52,27.16,3,27.27
SP,orlandia,28,27,36,4027.32,525.08,143.83,18.75,9.15,0,0.0
SP,alvares machado,8,8,8,4022.57,204.85,502.82,25.61,8.66,0,0.0
MG,carmo do paranaiba,16,16,18,4008.64,644.31,250.54,40.27,15.18,0,0.0
SC,timbo,20,17,22,3957.67,510.45,197.88,25.52,17.03,2,10.0
PE,garanhuns,30,24,36,3948.48,1209.18,131.62,40.31,17.86,0,0.0
SP,santa fe do sul,34,32,34,3945.77,659.44,116.05,19.4,11.66,0,0.0
RJ,valenca,27,27,30,3940.46,669.75,145.94,24.81,15.93,4,14.81
PR,cambe,27,27,30,3930.67,628.39,145.58,23.27,13.08,2,7.41
SP,itarare,28,26,39,3915.3,605.69,139.83,21.63,9.59,1,3.57
MG,santa rita do sapucai,35,34,38,3910.7,776.43,111.73,22.18,15.37,6,17.14
PI,parnaiba,22,22,25,3910.11,1162.9,177.73,52.86,16.0,0,0.0
MT,tangara da serra,23,23,23,3905.7,860.18,169.81,37.4,20.25,3,13.04
SP,barra bonita,28,26,31,3902.43,538.49,139.37,19.23,12.14,1,3.57
PR,campo largo,36,36,42,3849.99,815.8,106.94,22.66,9.55,0,0.0
CE,russas,9,9,11,3843.87,778.47,427.1,86.5,21.31,1,11.11
ES,guacui,16,15,18,3797.29,514.46,237.33,32.15,16.94,0,0.0
SP,ituverava,28,28,33,3748.74,576.85,133.88,20.6,9.24,0,0.0
PB,catole do rocha,6,6,7,3742.59,324.1,623.76,54.02,17.85,0,0.0
SP,aparecida,25,23,25,3740.96,467.95,149.64,18.72,11.41,1,4.0
MG,ipanema,7,7,9,3727.77,188.5,532.54,26.93,12.77,0,0.0
SP,martinopolis,8,8,10,3708.09,376.02,463.51,47.0,9.5,0,0.0
MG,piumhii,28,28,30,3707.31,746.8,132.4,26.67,11.39,2,7.14
SP,cerqueira cesar,18,17,21,3701.52,357.6,205.64,19.87,12.32,3,16.67
SP,guaira,36,34,44,3698.54,724.49,102.74,20.12,10.25,3,8.33
SP,sao pedro,12,12,14,3683.54,219.79,306.96,18.32,12.61,2,16.67
RS,panambi,17,17,19,3640.99,418.16,214.18,24.6,16.84,1,5.88
PA,castanhal,21,21,25,3628.62,871.6,172.79,41.5,21.05,2,9.52
RJ,miguel pereira,28,28,32,3602.2,807.34,128.65,28.83,14.38,4,14.29
PA,maraba,22,22,22,3597.17,1064.61,163.51,48.39,25.67,3,13.64
CE,iguatu,14,14,17,3538.29,664.21,252.73,47.44,23.46,2,14.29
GO,posse,15,15,17,3520.35,420.36,234.69,28.02,18.15,2,13.33
SC,tijucas,30,27,30,3504.74,639.43,116.82,21.31,16.54,2,6.67
GO,pires do rio,12,11,17,3500.83,429.2,291.74,35.77,15.92,1,8.33
MT,alta floresta,12,10,15,3495.55,455.53,291.3,37.96,17.86,0,0.0
MG,januaria,22,21,26,3471.23,579.72,157.78,26.35,18.83,3,13.64
PR,marechal candido rondon,30,28,33,3469.71,674.98,115.66,22.5,14.86,2,6.67
RJ,casimiro de abreu,20,19,22,3458.33,504.98,172.92,25.25,13.4,2,10.0
SP,ibiuna,31,29,36,3439.52,570.41,110.95,18.4,10.5,1,3.23
GO,trindade,24,24,26,3425.57,581.84,142.73,24.24,14.86,2,8.33
BA,campo formoso,10,10,11,3419.13,635.21,341.91,63.52,21.05,1,10.0
RO,ji-parana,17,16,19,3412.04,1023.09,200.71,60.18,18.68,1,5.88
RJ,bom jesus do itabapoana,20,20,25,3405.91,605.36,170.3,30.27,18.2,3,15.0
RS,dois irmaos,17,17,19,3398.76,448.66,199.93,26.39,12.57,2,11.76
BA,teixeira de freitas,28,27,29,3386.18,756.92,120.93,27.03,16.79,3,10.71
GO,mineiros,25,24,30,3379.3,840.34,135.17,33.61,13.27,0,0.0
RS,sapiranga,23,23,28,3375.7,639.25,146.77,27.79,13.58,0,0.0
ES,viana,21,21,25,3371.82,565.45,160.56,26.93,16.57,3,14.29
SP,itapolis,28,28,33,3363.99,653.51,120.14,23.34,12.95,2,7.14
MT,sorriso,20,20,25,3342.75,666.28,167.14,33.31,16.98,0,0.0
SC,indaial,26,26,29,3334.74,717.32,128.26,27.59,13.03,0,0.0
MG,espera feliz,19,18,19,3315.75,435.67,174.51,22.93,10.96,0,0.0
MG,frutal,24,24,28,3310.46,612.69,137.94,25.53,8.94,0,0.0
PI,picos,17,17,19,3300.43,955.46,194.14,56.2,19.32,2,11.76
RS,sao luiz gonzaga,15,15,17,3298.01,710.71,219.87,47.38,11.04,0,0.0
SP,cachoeira paulista,25,25,27,3292.0,476.01,131.68,19.04,7.82,0,0.0
MT,nova xavantina,10,10,11,3274.69,327.47,327.47,32.75,15.26,0,0.0
SC,biguacu,22,22,22,3270.23,468.66,148.65,21.3,16.89,5,22.73
RS,trindade do sul,4,3,4,3266.99,105.74,816.75,26.44,10.46,0,0.0
MA,bacabal,11,11,14,3243.71,639.79,294.88,58.16,19.17,0,0.0
BA,ipira,6,6,7,3232.78,191.2,538.8,31.87,14.71,0,0.0
SC,ituporanga,15,14,16,3225.16,355.09,215.01,23.67,12.76,0,0.0
PR,mandaguacu,4,4,4,3222.0,103.86,805.5,25.96,11.49,0,0.0
RS,farroupilha,27,27,27,3213.03,544.46,119.0,20.17,11.87,0,0.0
BA,valente,9,6,10,3209.58,404.52,356.62,44.95,18.4,1,11.11
SP,serra negra,13,13,16,3202.53,320.03,246.35,24.62,8.28,0,0.0
SP,campos do jordao,25,23,26,3201.1,712.02,128.04,28.48,11.82,2,8.0
CE,itapaje,6,6,6,3198.68,226.4,533.11,37.73,20.9,1,16.67
SP,cerquilho,29,27,34,3182.61,544.27,109.75,18.77,10.49,0,0.0
SP,ilhabela,44,43,49,3180.38,809.5,72.28,18.4,11.32,2,4.55
RS,ibiruba,20,19,24,3155.8,539.93,157.79,27.0,12.81,0,0.0
RS,guapore,18,18,28,3153.15,833.91,175.18,46.33,15.56,1,5.56
MG,cambui,22,20,26,3133.74,527.07,142.44,23.96,15.9,4,18.18
SE,itabaiana,15,14,19,3125.77,714.64,208.38,47.64,19.52,2,13.33
RS,gramado,29,29,31,3123.34,627.37,107.7,21.63,13.47,0,0.0
SP,quata,12,12,13,3119.56,297.73,259.96,24.81,10.07,0,0.0
CE,crato,18,18,19,3100.66,746.47,172.26,41.47,17.05,0,0.0
SP,aguas de lindoia,22,22,25,3092.59,665.77,140.57,30.26,11.44,1,4.55
SP,capao bonito,28,23,33,3078.97,543.2,109.96,19.4,11.0,1,3.57
SP,juquitiba,21,20,25,3073.87,456.12,146.37,21.72,7.2,0,0.0
SC,camboriu,27,26,32,3058.19,653.23,113.27,24.19,14.09,0,0.0
SP,sao manuel,20,19,20,3052.39,351.21,152.62,17.56,9.73,0,0.0
BA,ibotirama,7,7,9,3032.39,200.81,433.2,28.69,11.97,0,0.0
SC,porto uniao,14,14,14,3023.65,305.78,215.97,21.84,15.2,0,0.0
SP,pederneiras,21,21,24,3007.07,442.94,143.19,21.09,9.52,0,0.0
SP,macatuba,12,12,18,2984.64,467.81,248.72,38.98,10.72,0,0.0
BA,cicero dantas,9,8,22,2974.15,1123.05,330.46,124.78,25.58,2,22.22
SP,porto feliz,21,21,25,2974.07,391.5,141.62,18.64,8.38,0,0.0
SC,santo amaro da imperatriz,11,11,13,2972.31,273.39,270.21,24.85,25.17,2,18.18
SC,imbituba,31,31,33,2968.47,619.27,95.76,19.98,16.27,2,6.45
RJ,guapimirim,21,21,22,2967.26,479.73,141.3,22.84,12.27,1,4.76
SP,barrinha,18,15,19,2965.14,356.01,164.73,19.78,17.89,2,11.11
SC,braco do norte,20,20,24,2962.47,460.95,148.12,23.05,14.25,0,0.0
MG,janauba,16,15,27,2952.26,693.96,184.52,43.37,11.87,0,0.0
RJ,paraiba do sul,18,17,20,2949.57,502.51,163.87,27.92,14.78,3,16.67
SP,presidente venceslau,22,22,30,2940.19,470.7,133.65,21.4,11.91,4,18.18
MG,congonhas,30,30,35,2938.61,680.22,97.95,22.67,13.41,1,3.33
RS,santa rosa,32,29,35,2922.14,678.97,91.32,21.22,14.98,1,3.13
SP,garca,27,27,32,2918.41,550.28,108.09,20.38,9.93,0,0.0
SP,jales,28,26,31,2918.15,560.48,104.22,20.02,8.08,1,3.57
SP,ibitinga,22,22,24,2911.26,457.19,132.33,20.78,9.74,0,0.0
ES,marataizes,16,16,17,2907.27,367.04,181.7,22.94,13.53,0,0.0
SP,pedreira,36,34,39,2893.6,497.69,80.38,13.82,9.33,2,5.56
SP,monte azul paulista,19,19,23,2887.91,399.19,152.0,21.01,10.58,0,0.0
ES,alegre,17,17,18,2884.07,380.94,169.65,22.41,15.14,2,11.76
PR,medianeira,21,21,24,2883.53,523.8,137.31,24.94,14.03,1,4.76
SC,curitibanos,20,20,25,2878.94,590.86,143.95,29.54,14.21,1,5.0
PE,cabo de santo agostinho,21,21,22,2877.95,740.3,137.05,35.25,15.8,2,9.52
MG,almenara,14,14,16,2872.15,340.18,205.15,24.3,13.42,0,0.0
MG,alem paraiba,28,28,29,2870.56,677.76,102.52,24.21,13.64,0,0.0
MG,monte carmelo,23,22,24,2869.14,534.53,124.75,23.24,9.33,0,0.0
MG,claudio,20,18,21,2867.07,536.73,143.35,26.84,13.75,1,5.0
PR,matinhos,27,25,33,2862.15,676.68,106.01,25.06,11.99,0,0.0
PR,castro,22,22,30,2847.19,1500.46,129.42,68.2,12.1,1,4.55
SP,cunha,14,14,16,2845.12,272.88,203.22,19.49,10.88,0,0.0
RS,cruz alta,30,29,32,2842.11,629.12,94.74,20.97,11.84,0,0.0
BA,bom jesus da lapa,9,9,11,2829.63,324.06,314.4,36.01,18.98,0,0.0
SP,castilho,10,10,12,2822.21,221.39,282.22,22.14,8.52,0,0.0
RS,encantado,11,11,12,2807.17,389.28,255.2,35.39,14.17,0,0.0
MS,maracaju,13,13,16,2791.96,719.25,214.77,55.33,15.5,0,0.0
SP,santa isabel,28,26,31,2785.66,390.53,99.49,13.95,8.2,0,0.0
RS,estancia velha,20,19,28,2782.1,781.75,139.1,39.09,12.1,0,0.0
RJ,paraty,19,18,23,2780.77,469.09,146.36,24.69,19.44,4,21.05
PA,rondon do para,9,9,13,2780.13,704.26,308.9,78.25,24.89,0,0.0
RJ,parati,13,13,14,2779.7,308.89,213.82,23.76,14.0,1,7.69
SP,mairinque,24,22,27,2772.12,462.88,115.5,19.29,10.8,0,0.0
SP,paraguacu paulista,20,19,20,2766.8,297.16,138.34,14.86,9.25,0,0.0
RS,venancio aires,26,24,27,2764.62,588.22,106.33,22.62,15.78,1,3.85
MG,machado,21,21,23,2761.92,420.88,131.52,20.04,12.52,0,0.0
MT,agua boa,18,16,21,2758.87,577.95,153.27,32.11,17.57,0,0.0
RN,pau dos ferros,9,9,9,2745.55,431.26,305.06,47.92,19.23,1,11.11
SP,pirapora do bom jesus,16,14,17,2744.66,322.88,171.54,20.18,6.72,1,6.25
RN,alto do rodrigues,8,7,10,2737.46,609.24,342.18,76.16,22.83,0,0.0
RS,imbe,13,13,17,2727.95,377.72,209.84,29.06,15.38,1,7.69
BA,itapetinga,18,17,19,2727.12,442.38,151.51,24.58,16.26,0,0.0
RN,caico,10,10,10,2723.2,492.11,272.32,49.21,17.95,0,0.0
SP,holambra,23,23,26,2719.2,382.85,118.23,16.65,7.95,0,0.0
SP,bariri,15,15,19,2706.45,368.77,180.43,24.58,10.8,0,0.0
MG,espinosa,6,6,12,2705.09,242.35,450.85,40.39,11.55,0,0.0
RS,tramandai,25,25,28,2703.52,586.4,108.14,23.46,16.44,1,4.0
MG,santana do paraiso,16,16,19,2696.82,380.91,168.55,23.81,10.66,1,6.25
MG,taiobeiras,13,13,14,2684.71,419.09,206.52,32.24,14.86,0,0.0
MG,jacutinga,18,16,20,2670.82,465.42,148.38,25.86,12.91,1,5.56
SC,garopaba,22,20,30,2669.1,619.53,121.32,28.16,14.01,1,4.55
SC,itapiranga,11,11,12,2667.18,254.71,242.47,23.16,13.11,0,0.0
SP,ipero,18,16,19,2659.28,420.52,147.74,23.36,9.88,0,0.0
PE,escada,10,10,11,2658.43,898.27,265.84,89.83,24.89,2,20.0
PA,pacaja,6,6,6,2651.06,209.9,441.84,34.98,25.93,1,16.67
ES,venda nova do imigrante,15,15,22,2647.83,523.39,176.52,34.89,15.99,0,0.0
RJ,natividade,15,13,16,2645.37,436.58,176.36,29.11,14.99,2,13.33
CE,aracati,21,21,23,2629.54,783.46,125.22,37.31,22.16,2,9.52
BA,brumado,21,20,28,2628.85,701.67,125.18,33.41,18.25,1,4.76
PE,camaragibe,33,31,34,2625.08,830.41,79.55,25.16,20.87,3,9.09
SP,rancharia,21,20,23,2623.29,383.55,124.92,18.26,11.76,2,9.52
CE,quixada,12,12,12,2620.67,555.9,218.39,46.32,22.99,1,8.33
MG,buritizeiro,8,8,13,2611.19,300.04,326.4,37.51,11.81,0,0.0
RJ,cordeiro,24,24,25,2604.86,493.57,108.54,20.57,11.79,1,4.17
SP,tapiratiba,12,11,12,2601.22,234.06,216.77,19.5,12.24,1,8.33
SE,estancia,9,9,12,2594.65,563.3,288.29,62.59,20.44,1,11.11
MG,sao joao nepomuceno,14,13,23,2594.0,494.13,185.29,35.3,14.11,0,0.0
SP,novo horizonte,16,15,18,2588.4,397.74,161.78,24.86,10.18,1,6.25
MG,oliveira,22,21,22,2579.0,521.72,117.23,23.71,12.28,2,9.09
PR,marialva,16,16,19,2573.17,541.85,160.82,33.87,13.43,0,0.0
SP,presidente epitacio,23,22,26,2572.52,441.63,111.85,19.2,10.19,1,4.35
MG,capelinha,19,19,20,2562.96,405.16,134.89,21.32,10.94,0,0.0
RS,carlos barbosa,19,19,21,2554.79,460.63,134.46,24.24,15.14,0,0.0
MS,aparecida do taboado,7,7,12,2531.9,236.69,361.7,33.81,17.92,1,14.29
MG,monte siao,20,19,22,2530.28,336.16,126.51,16.81,12.61,4,20.0
SP,piedade,22,22,24,2523.87,395.29,114.72,17.97,13.36,2,9.09
RS,feliz,14,14,15,2523.43,424.42,180.24,30.32,15.73,1,7.14
MG,pitangui,22,21,25,2517.23,546.97,114.42,24.86,12.14,0,0.0
MG,ouro fino,16,16,23,2511.84,466.39,156.99,29.15,12.26,1,6.25
BA,riachao do jacuipe,5,4,5,2502.4,111.19,500.48,22.24,13.93,0,0.0
PR,missal,7,7,7,2490.76,348.23,355.82,49.75,18.94,1,14.29
MG,araujos,5,5,5,2490.5,220.72,498.1,44.14,14.99,0,0.0
MG,caete,27,25,28,2482.97,670.08,91.96,24.82,12.51,1,3.7
MG,sao gotardo,20,20,25,2479.38,599.54,123.97,29.98,15.37,2,10.0
MG,joao pinheiro,16,16,18,2475.31,338.72,154.71,21.17,12.63,2,12.5
BA,dias d'avila,23,22,25,2468.45,576.53,107.32,25.07,14.09,0,0.0
SP,piracaia,21,20,24,2466.93,399.98,117.47,19.05,11.07,1,4.76
MT,paranatinga,2,2,3,2463.29,111.03,1231.64,55.52,11.46,0,0.0
MG,manhumirim,16,16,16,2461.78,355.75,153.86,22.23,12.61,0,0.0
SP,bonfim paulista,18,18,23,2457.37,392.8,136.52,21.82,10.23,1,5.56
PR,irati,22,22,23,2455.22,538.94,111.6,24.5,12.11,0,0.0
PE,vitoria de santo antao,15,15,17,2455.15,533.32,163.68,35.55,19.97,1,6.67
SP,santa cruz do rio pardo,34,33,37,2442.48,683.75,71.84,20.11,9.06,1,2.94
RJ,barra de sao joao,13,13,19,2440.85,394.53,187.76,30.35,12.6,1,7.69
ES,nova venecia,19,17,19,2439.9,512.73,128.42,26.99,13.07,1,5.26
MG,diamantina,27,27,29,2424.28,483.65,89.79,17.91,11.0,0,0.0
PI,floriano,18,17,18,2424.02,721.49,134.67,40.08,21.45,4,22.22
RS,canela,17,17,19,2418.63,379.63,142.27,22.33,11.33,0,0.0
SP,taquarituba,15,15,17,2418.62,380.73,161.24,25.38,10.22,0,0.0
CE,crateus,9,9,9,2407.76,371.64,267.53,41.29,17.25,0,0.0
MG,coromandel,25,22,30,2403.93,544.48,96.16,21.78,14.73,3,12.0
RS,quarai,4,4,4,2402.99,71.16,600.75,17.79,16.3,0,0.0
MG,nanuque,25,24,28,2395.97,524.78,95.84,20.99,15.54,2,8.0
RS,veranopolis,18,18,26,2394.04,484.04,133.0,26.89,12.69,0,0.0
BA,senhor do bonfim,18,17,24,2387.38,660.04,132.63,36.67,16.83,0,0.0
CE,tiangua,9,9,9,2377.09,355.59,264.12,39.51,40.91,4,44.44
PE,abreu e lima,11,9,14,2376.95,494.97,216.09,45.0,17.21,0,0.0
SP,cravinhos,24,23,30,2363.95,474.37,98.5,19.77,9.09,1,4.17
RS,sao gabriel,23,22,24,2362.85,466.97,102.73,20.3,15.98,1,4.35
SP,americo brasiliense,17,15,18,2360.1,328.79,138.83,19.34,13.59,3,17.65
SP,monte alto,32,30,33,2355.01,499.42,73.59,15.61,10.05,0,0.0
RJ,iguaba grande,19,18,26,2348.6,481.05,123.61,25.32,18.73,5,26.32
GO,goiatuba,10,10,11,2347.44,300.68,234.74,30.07,17.63,1,10.0
SP,socorro,19,18,23,2319.45,320.77,122.08,16.88,8.09,0,0.0
SC,icara,21,21,28,2317.34,533.56,110.35,25.41,13.78,1,4.76
PE,salgueiro,17,16,17,2315.95,728.8,136.23,42.87,14.54,1,5.88
PR,dois vizinhos,27,25,30,2311.92,569.46,85.63,21.09,14.76,2,7.41
RS,santiago,26,26,33,2304.7,670.0,88.64,25.77,15.52,1,3.85
MT,querencia,10,10,11,2302.62,399.33,230.26,39.93,17.13,0,0.0
SP,ilha solteira,24,24,26,2299.44,395.29,95.81,16.47,10.67,1,4.17
RS,vacaria,21,20,24,2294.08,441.88,109.24,21.04,13.18,0,0.0
SE,nossa senhora do socorro,14,14,15,2282.92,526.64,163.07,37.62,24.82,4,28.57
MG,brumadinho,26,26,33,2258.23,537.01,86.86,20.65,10.16,1,3.85
PE,ouricuri,8,8,8,2246.86,483.87,280.86,60.48,18.81,1,12.5
SC,ararangua,18,18,20,2246.55,540.19,124.81,30.01,13.81,0,0.0
MT,comodoro,7,6,8,2245.02,259.26,320.72,37.04,19.38,0,0.0
SP,itaporanga,12,11,16,2237.28,383.85,186.44,31.99,12.57,0,0.0
RS,cruzeiro do sul,3,3,3,2235.9,147.38,745.3,49.13,15.56,0,0.0
RJ,paty do alferes,13,12,20,2234.66,363.05,171.9,27.93,18.15,2,15.38
